Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
5637_URINARY_TRACT	3	3	5	3	4	3	0	5	3	4	3	4	3	3	3	3	3	3	3	3	2	2	4	2	3	4	3	3	3	4	0	6.893738837950561	2.37163601730392	2.491429154622007	0.7394587355640014	0.6764660525397691	0.07014372197725595	11.847737371851728	4.502999309874514	0.010277376993965253	9.072922287703047	1.7580664929816403	0.013555856317951392	0.014669946682474538	0.544774222518806	0.33407127690297894	0.1946585184658718	1.6611842010764915	1.1000421370141995	0.8919717344955091	0.7537242968602645	0.7942639578549904	0.8795532598822291	3.3202412278288675	1.323877225005582	0.020352750791351123	1.1233645129148235	0	0.8456816766640533	1.7960332979998703	0.0647467121729365	2.9651660915945777
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
59M_OVARY	3	3	2	3	3	3	3	3	2	3	2	1	2	3	2	2	1	1	2	3	3	3	3	2	3	2	2	3	3	2	0	1.364849892481751	1.325712508653408	1.0529211212013536	0.7392971340826991	0.3436323212183038	0.1994397219436537	0.6058757966416582	0.3438731897817096	0.606399890642557	3.7665589387477674	0.9560358633417065	0.01801614845428697	0.1352805557143865	2.4656449272433485	1.4226390136322522	0.9820715498859183	0.4519095118747868	0.3493809830512969	0.6892908543681285	0.616059788923338	1.0742823526990803	1.6117279943307197	0.12495575194640163	0.10023701117602402	0.20898712883819207	0.2995814666725387	0	0.013908147462610291	0.010176722075748285	0.1096425092950496	0.18716453152121207
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
639V_URINARY_TRACT	2	3	2	2	3	2	2	2	2	3	3	2	2	2	3	3	2	2	2	2	2	2	3	2	2	2	2	2	3	2	0	0.812627895369414	0.43475227056993176	1.5367209917782227	1.1924563743078003	1.4979045941318905	0.4202311652178604	1.0288553939070082	0.6260212676870835	4.122478446925062	1.8226705221350255	0.8430368424689602	0.003405665165758245	1.590871303217232	1.6090748622061108	2.4036984488247204	1.3530756433695073	0.96945912573525	0.9645637099487754	0.7897607778533976	0.8279806271954336	0.8906790387845063	0.679306192164307	0.016403183233021642	1.6387382164140725	0.056117742947129096	1.6942095505429624	0	0.029868504106920993	0.013640924459698122	0.02974079745965654	0.47318290103372423
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
647V_URINARY_TRACT	2	2	2	2	3	2	4	2	2	3	2	3	2	3	2	2	2	2	2	2	2	4	3	2	2	2	3	2	3	2	0	1.3179915727387668	0.9388118933348786	1.5752616425917767	0.6618030083566635	0.9274630304802952	0.1598577352426414	1.207310478324144	0.6329755343708975	0.671619954819137	1.03872794560089	0.9035415492585758	0.23274972934775437	1.6201306233662727	1.4667180318731419	1.6988018846032442	0.7865706371902058	1.3365267835180905	0.7790646034024438	0.6471191623468306	0.642325928152404	0.785012753954674	3.212825992568763	2.0640002703740614	1.1333188752096575	0.038539553609304285	0.13370873263949934	0	0.5328598297275867	2.4976698364951706	0.09014734541001157	0.4429638583003633
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0.5960516999345329	0.5422096763694901	0.8480991009121815	0.6917155381678952	2.2590213697143406	2.9950392855278163	1.5719856264139545	0.0612408766123594	0.02127856163472285	0.011835766016137993	1.169766500240869	0.004796009403496849	0.0033582916390596717	0.12675520689741543	0.25309014689267584	0.6947400237478545	3.638221522894099	1.276725487161334	1.3038403863465506	1.2674976381900138	1.0643978939464385	0.044986751979188146	0.004311859729881257	2.1193993966334848	0.04360536581154911	0.4980706851198947	0	0.011753041998819056	0.016055824962132717	0.07043873082550234	0.07752088882017694
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
769P_KIDNEY	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	2	2	0	0.4404807412501126	1.6342772100531995	1.4730139712797863	1.1074769444655852	0.6971710709483903	0.13210038292202822	1.2148662998892978	0.13954840018554818	0.009835734841758741	2.8152053433529804	1.7429787513253499	0.15264894583647737	0.020704693174437433	0.5805801629422039	1.7682202619063183	0.5827538938384882	2.0551168840683784	1.1648003332296761	0.8872469105075795	0.8628370550267483	1.15125123253844	0.19247519043155936	0.01537293641190681	0.832979311035127	0.07079606805610703	0.7406392911745757	0	1.0082063542265165	0.009584293262261212	0.1455733770393715	0.10611450376314994
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
786O_KIDNEY	3	3	3	4	5	4	3	3	2	3	4	6	4	4	4	3	3	3	4	4	4	3	5	3	4	4	4	4	4	0	0	2.016687813529239	2.6304504604735444	1.3718974823308479	0.7288991784159472	1.164109958672082	0.25848038840177007	0.9881916529346804	0.05156237311643768	0.0028519377074868197	2.227200534596101	1.9384037058846768	2.9081932153283585	0.22583267072319008	0.7352310851066113	0.7633109429619956	0.4314151260952927	1.6106519764865266	1.1884600455824899	0.7627132122450755	1.195079507531521	0.5075659421166614	0.06660785977420071	0.036035683385477905	0.24254738582389967	0.05266296642757697	1.6697566139618243	0	1.878777498236318	0.015508581397131946	0.07321358991862818	0.14143119162901174
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
8305C_THYROID	4	3	3	2	5	3	3	3	4	3	3	4	3	3	3	3	2	4	2	4	2	3	5	3	3	3	3	3	2	4	0	5.3761460330481725	2.0590896265516907	1.1940263694199942	0.5596106302012976	1.2821121251167409	0.1330652382518369	0.614287421756637	1.540332859763176	0.053737265507752305	2.9050869027430797	1.9320579480622664	0.3249648195782933	0.004116242007313721	1.9975731897686178	0.28213262209325135	0.41230566281691106	0.6335928765145069	1.3510373224702137	0.65672122399972	0.8061025827417089	0.9451531637254	0.09814890274221062	0.02172085684450146	1.151163363362043	0.0812677999936096	0.9100941824554304	0	0.03756857588338464	0.00719449567565234	0.16158217949971293	4.254528780542652
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
8505C_THYROID	3	4	3	3	4	3	3	3	3	4	2	2	4	3	3	3	2	2	3	2	2	3	4	3	3	4	4	3	2	4	0	6.708361408212935	1.913486802408768	1.289504011804839	1.0556784104883963	1.2587022288070298	0.21256725479197738	0.8222694716234821	1.6072128941730308	2.053373237612735	5.258486992677963	1.0029054079598605	0.004147973345370392	1.257944648879684	2.572398938751906	0.4879834731389047	0.40809515263584867	0.7578748565077505	0.6370070819056395	0.7952535322909784	0.7373331050263547	0.5804734663165886	2.5214198603082663	1.043674383663245	1.219877438665917	0.049709401009307014	0.5810070521364145	0	0.019458830235398863	0.012144790676485004	0.11476532608235886	4.1190364087392215
Linea	Cgh_arnPLAUR	Cgh_arnETS1	Cgh_tfAP2B1	Cgh_tfATF1	Cgh_tfE2F1	Cgh_tfE2F2	Cgh_tfE2F3	Cgh_tfETV4	Cgh_tfFOS	Cgh_tfFOSL1	Cgh_tfFOSL2	Cgh_tfFOXP2	Cgh_tfGATA2	Cgh_tfJUN	Cgh_tfJUNB	Cgh_tfJUND	Cgh_tfNFKB1	Cgh_tfSMAD4	Cgh_tfSP1	Cgh_tfSP3	Cgh_tfTCF7L2	Cgh_tfTFAP2A	Cgh_tfTFAP2C	Cgh_tfTP53	Cgh_MIR145	Cgh_MIR155	Cgh_MIR16_2	Cgh_MIR200B	Cgh_MIR200C	Cgh_MIR204	Cgh_MIR222	arnPLAUR	arnETS1	tfAP2B1	tfATF1	tfE2F1	tfE2F2	tfE2F3	tfETV4	tfFOS	tfFOSL1	tfFOSL2	tfFOXP2	tfGATA2	tfJUN	tfJUNB	tfJUND	tfNFKB1	tfSMAD4	tfSP1	tfSP3	tfTCF7L2	tfTFAP2A	tfTFAP2C	tfTP53	MIR145	MIR155	MIR16_2	MIR200B	MIR200C	MIR204	MIR222
8MGBA_CENTRAL_NERVOUS_SYSTEM	2	1	2	3	3	4	3	3	2	3	2	2	3	4	2	2	2	2	2	2	2	3	3	2	2	3	3	2	2	2	0	0.968271560916999	0.8795825259944269	1.035573074443858	1.178151296436308	0.7923200079441975	0.30651689128250764	1.0992805312403515	0.8081949400506634	0.6837416187587249	1.127959394468908	0.8798284542379894	0.243641889571209	0.007450811392573401	1.3027905253426517	1.0468249800253062	1.5117513931145403	0.8103381075425151	0.9375439703568486	0.7996031841508342	0.8246579945723093	1.224193261009167	0.20525400505459776	0.049700715108455196	1.5884347516594224	0.33185545023822205	1.1598459564649408	0	0.009489323792820834	0.012501252081210276	0.38058259715718384	0.34650072733150156
