SKBR3	6	3	7	7	3	4	6.0049505	5.29572302453997	0.124328135002202	7.05831649559082	6.1562347	2.94860084749336
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
T24	2	3	3	7	2	3	5.987776	4.54720302475693	0	2.58014548442338	7.706669	6.48042670519188
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
MCF7	2	2	3	4	2	2	6.0360637	5.89020346667564	0.422233000683048	5.57924050057297	6.624978	1.92219784839637
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
MHHCALL2	2	1	1	1	2	1	6.2942533	5.05267672430358	0	0.0426443374084937	6.0343037	3.78450398292957
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
NCIH1693	2	2	3	3	2	3	6.039577	4.40871186102943	0.0840642647884745	2.05658352836637	7.0001125	4.78031009904338
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
PATU8988S	2	3	4	6	2	2	5.683135	5.7636771418966	0.0285691521967709	0.713695814843359	6.1139503	3.92599941855622
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
PATU8988T	2	3	3	4	2	2	6.1860647	5.28095631383106	0.070389327891398	1.76128527336162	6.2986584	3.87676249078156
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
OPM2	2	4	4	4	2	4	6.411426	6.71849862770922	2.55336050333533	0.0565835283663675	6.040235	0.84799690655495
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
GOS3	3	2	3	2	2	2	5.991862	6.95279947789994	1.0071955014042	3.54225804976692	5.991862	3.22496636500027
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
KPL1	2	4	6	7	2	4	6.044394	6.31922050252387	0.773996325111173	6.24849688595938	6.1127	2.51853513898218
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
PC14	3	3	4	4	3	3	6.0515895	6.1149916133336	0.584962500721156	3.66902676550963	5.9020734	5.06608919045777
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
PANC0213	2	2	2	2	3	2	5.843733	5.51096191927738	0.189033824390017	2.53356334821451	7.1626935	8.49281457256712
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
MHHCALL3	2	2	2	2	2	2	6.133399	5.3215673760354	0	0.0840642647884745	6.674969	4.41006969175638
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
NCIH1650	2	2	2	4	2	3	5.9916353	6.38836176840333	0.070389327891398	5.48510476108097	7.3537645	5.84799690655495
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
S117	2	7	7	7	2	7	6.276869	5.48800077083407	0.150559676575381	3.58736499093646	6.0386996	7.70860110981008
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
EHEB	2	2	2	2	2	2	6.5201077	5.90448409790142	0.505890929729957	0.0143552929770701	6.209843	2.21412480535285
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
SKNMC	2	2	2	2	3	2	6.3172317	6.12246565817924	3.9174317553901	0.070389327891398	7.5312257	5.74685018309805
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
RDES	2	2	3	4	1	2	6.7446995	5.15704371014558	0.31034012061215	0.918386234446348	5.9224358	4.63517394667492
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
PANC0203	2	3	3	4	3	3	5.797791	4.37155886261196	0.0565835283663675	2.17951105027151	6.375213	6.10097764772482
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
HS895T	2	2	2	2	2	2	6.2776127	5.45582036508492	0.475084882948783	0.214124805352847	7.466464	6.30815697511476
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
MDAMB134VI	2	2	2	2	2	2	6.107688	5.79727243202997	0.6959938131099	5.70735913208088	6.0239205	2.81147103052984
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
MV411	2	3	2	2	2	3	5.9541965	7.38223493275113	3.13586316536868	0.485426827170242	6.1354527	5.66249036391378
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
ACHN	3	1	2	1	2	1	5.89506	5.46597446450407	1.13750352374994	1.22032995487956	5.992542	5.26491169307446
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
TOV112D	2	1	1	1	2	1	5.82604	5.73822740036724	0.124328135002202	0.263034405833794	7.018033	2.4541758931858
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
NCIH929	2	2	2	3	2	2	6.0748906	4.95559179175399	2.19219416528334	2.58014548442338	6.936991	2.70708299177171
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
TE617T	2	2	2	2	2	2	5.8361764	6.78907712686035	0.7311832415722	0.0840642647884745	5.9236245	1.51096191927738
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
A673	2	2	2	2	2	2	5.931683	6.15886210620846	0.0426443374084937	0.0426443374084937	6.026579	5.1906148602095
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
KARPAS299	2	2	2	2	2	2	6.0254717	5.66078033403255	0.807354922057604	0.0143552929770701	5.987776	5.5765221379205
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
HT1080	2	2	2	2	3	2	6.188836	4.57833494868161	0.55581615506164	2.24184018356467	6.6715765	7.55865030163732
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
D283MED	1	2	1	2	2	2	6.005625	6.14913740122799	0.823749360308273	2.6915341649192	6.6500463	4.26903314645524
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
DOHH2	3	2	3	2	2	2	6.643856	6.25983740058951	0.0426443374084937	0.124328135002202	8.491853	0.55581615506164
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
ML1	3	1	2	2	2	2	5.894575	5.72383156649532	1.03562390973072	0.879705766282288	6.0827875	6.25701061820602
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
SUPB15	2	2	2	2	1	2	6.290019	4.88166461932035	0	0.111031312388744	6.1862626	4.19455988602261
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
PANC1005	2	2	2	2	2	2	5.819157	5.09718938723511	0.505890929729957	2.90303827011291	7.1708264	6.30597052098439
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
HH	2	2	2	2	3	2	6.0872507	6.31614574229336	3.14567745519564	0.0143552929770701	6.0221457	1.60407132366886
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
RERFLCMS	2	2	3	2	2	2	6.0232553	6.2309330930394	1.34482849699744	3.63343121035563	6.0232553	6.19179950106508
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
HS616T	2	2	2	2	2	2	7.0739274	6.42408228666134	0.124328135002202	0.124328135002202	7.3453608	5.94485844580754
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
OCIAML5	2	3	2	2	2	2	6.1572456	6.30706416225537	3.36036427654347	0.070389327891398	6.4867144	5.16711703022744
LINE	CNV_MIR335	CNV_JUND	CNV_FOXP2	CNV_TFAP2C	CNV_MIR16-2	CNV_PLAUR	MIR335	JUND	FOXP2	TFAP2C	MIR16-2	PLAUR
HCC4006	2	2	3	5	2	5	7.2273755	5.5981269599196	0.22650852980868	4.57228336665041	7.7163734	7.35279382940117
